noESCO,ESCOskill,noESCO_percentage,ESCOskill_percentage,cooccurrence_count
apache-kafka-streams,java,0.0,4.62,1
neural-network,c++,0.01,1.77,2
neural-network,java,0.01,4.62,2
neural-network,android,0.01,3.02,1
pattern-recognition,android,0.0,3.02,1
cpu-cache,performance,0.01,0.16,2
cpu-cache,c++,0.01,1.77,1
cpu-cache,c,0.01,0.65,1
horizontalscrollview,ios,0.0,1.69,1
geocoding,c#,0.0,3.64,1
javafx-8,java,0.01,4.62,1
phpredis,php,0.0,3.05,1
phpredis,redis,0.0,0.05,1
eventmachine,ruby,0.0,0.42,1
base-url,spring,0.01,0.64,1
base-url,url,0.01,0.09,5
maven-bundle-plugin,java,0.0,4.62,1
qliksense,python,0.0,4.26,1
nim-lang,c,0.0,0.65,1
nim-lang,linux,0.0,0.58,1
multiple-select,javascript,0.0,5.15,1
redux-thunk,typescript,0.0,0.59,1
atoi,c,0.0,0.65,1
atoi,xcode,0.0,0.42,1
sphinx,php,0.0,3.05,1
sphinx,search,0.0,0.02,1
revert,file,0.0,0.16,1
ms-access,sql,0.02,0.59,4
distutils,python,0.0,4.26,1
distutils,swift,0.0,0.83,1
urlencode,php,0.0,3.05,1
artifactory,curl,0.01,0.06,2
reactive-cocoa,objective-c,0.0,0.56,1
git-tag,javascript,0.0,5.15,1
git-tag,git,0.0,0.68,1
custom-data-attribute,javascript,0.0,5.15,1
kvm,c++,0.01,1.77,2
kvm,ruby,0.01,0.42,2
js-scrollintoview,smoothing,0.0,0.0,1
copy-constructor,c++,0.0,1.77,1
default-constructor,c++,0.0,1.77,1
android-download-manager,android,0.0,3.02,1
android-download-manager,ios,0.0,1.69,1
hybrid-mobile-app,angular,0.0,0.73,1
yup,javascript,0.0,5.15,1
formik,javascript,0.0,5.15,1
visual-studio-2017-build-tools,c#,0.0,3.64,1
logical-operators,string,0.0,0.39,1
.net-standard-2.0,c++,0.0,1.77,1
.net-standard-2.0,c#,0.0,3.64,1
ios-simulator,ios,0.01,1.69,1
ios-simulator,xcode,0.01,0.42,1
iccube,mdx,0.0,0.01,1
iccube-reporting,mdx,0.0,0.01,1
akka,java,0.01,4.62,2
akka,ruby,0.01,0.42,1
akka,scala,0.01,0.27,3
apc,php,0.0,3.05,1
tweepy,python,0.0,4.26,1
file-attributes,ls,0.0,0.01,1
xattr,ls,0.0,0.01,1
spring-batch,java,0.0,4.62,1
spring-batch,spring,0.0,0.64,1
prestashop,php,0.02,3.05,6
prestashop,javascript,0.02,5.15,2
mcrypt,php,0.0,3.05,1
pdfbox,java,0.0,4.62,1
http-method,php,0.0,3.05,1
sveltekit,typescript,0.0,0.59,1
sveltekit,types,0.0,0.03,1
coroutine,android,0.0,3.02,1
sd-card,android,0.0,3.02,1
internal-storage,android,0.0,3.02,1
operator-overloading,c++,0.0,1.77,1
operator-overloading,java,0.0,4.62,1
identityserver4,c#,0.0,3.64,1
inflate-exception,android,0.0,3.02,1
android-mediaplayer,android,0.0,3.02,1
vert.x,java,0.0,4.62,1
vertx3,java,0.0,4.62,1
autolisp,autocad,0.0,0.0,1
autocad-plugin,autocad,0.0,0.0,1
unique,linux,0.0,0.58,1
unique,sorting,0.0,0.06,1
url-routing,express,0.01,0.09,1
sharepoint-2010,c#,0.01,3.64,3
draw.io,c++,0.0,1.77,1
openpyxl,python,0.01,4.26,2
openpyxl,c#,0.01,3.64,1
ios-autolayout,swift,0.0,0.83,1
ios-autolayout,ios,0.0,1.69,1
fetching-strategy,python,0.0,4.26,1
static-analysis,typescript,0.01,0.59,1
static-analysis,r,0.01,0.56,3
static-analysis,go,0.01,0.21,3
jquery-file-upload,javascript,0.0,5.15,1
razorengine,c#,0.0,3.64,1
razorengine,.net,0.0,0.86,1
aptana,postgresql,0.0,0.32,1
opennlp,gate,0.0,0.0,1
rtp,rtsp,0.0,0.01,1
slf4j,java,0.0,4.62,1
slf4j,spring,0.0,0.64,1
amazon-sagemaker-studio,python,0.0,4.26,1
mysql-5.7,linux,0.0,0.58,1
mysql-5.7,mysql,0.0,0.79,1
locale,java,0.01,4.62,1
locale,android,0.01,3.02,1
locale,swift,0.01,0.83,2
locale,ios,0.01,1.69,2
innodb,php,0.0,3.05,1
innodb,mysql,0.0,0.79,1
react-native-flatlist,r,0.0,0.56,1
castle-windsor,c#,0.0,3.64,1
apache-superset,pentaho,0.0,0.01,1
sparkr,r,0.0,0.56,1
angular-services,javascript,0.0,5.15,1
radix,sas,0.0,0.03,1
radix,quotes,0.0,0.01,1
pull,git,0.0,0.68,1
pull,config,0.0,0.01,1
android-relativelayout,android,0.01,3.02,3
robo3t,javascript,0.0,5.15,1
blur,css,0.02,1.46,8
oracle-database,c#,0.07,3.64,2
oracle-database,sql,0.07,0.59,19
oracle-database,mysql,0.07,0.79,2
jquery-mobile,java,0.01,4.62,4
jquery-mobile,javascript,0.01,5.15,2
jquery-mobile,maven,0.01,0.22,4
django-4.0,python,0.01,4.26,4
snowflake-schema,python,0.01,4.26,4
integer,c++,0.01,1.77,4
integer,string,0.01,0.39,4
integer,php,0.01,3.05,2
integer,c#,0.01,3.64,2
erlang-otp,erlang,0.01,0.04,4
erlang-otp,debugging,0.01,0.1,4
python-logging,python,0.01,4.26,4
python-logging,logging,0.01,0.07,4
python-poetry,python,0.01,4.26,4
pca,python,0.01,4.26,4
hudson,java,0.01,4.62,4
hudson,list,0.01,0.14,4
highlight,.net,0.01,0.86,4
highlight,editor,0.01,0.02,2
zxing,ios,0.01,1.69,4
zxing,xcode,0.01,0.42,4
jobs,ruby,0.01,0.42,4
google-play-console-beta,typescript,0.01,0.59,4
gnupg,linux,0.02,0.58,4
gnupg,encryption,0.02,0.04,3
openpgp,linux,0.01,0.58,4
winston,javascript,0.01,5.15,4
joomla2.5,php,0.01,3.05,4
joomla2.5,joomla,0.01,0.02,4
sonata-admin,php,0.02,3.05,8
uiviewcontroller,ios,0.02,1.69,7
uiviewcontroller,objective-c,0.02,0.56,7
restructuredtext,android,0.01,3.02,4
restructuredtext,javascript,0.01,5.15,4
google-cloud-dataflow,java,0.01,4.62,2
ng2-file-upload,php,0.01,3.05,4
ng2-file-upload,angular,0.01,0.73,4
hdf5,python,0.02,4.26,8
hdf5,matlab,0.02,0.11,4
h5py,python,0.01,4.26,4
openlayers-3,c#,0.01,3.64,2
openlayers-3,javascript,0.01,5.15,4
openlayers-3,angular,0.01,0.73,4
os-agnostic,converters,0.01,0.01,4
micropython,python,0.01,4.26,4
themes,java,0.01,4.62,4
themes,android,0.01,3.02,4
shapefile,r,0.01,0.56,4
shapefile,projection,0.01,0.02,4
appcelerator,ios,0.01,1.69,4
moss,c#,0.01,3.64,4
beamer,image,0.02,0.11,4
beamer,latex,0.02,0.05,7
beamer,presentation,0.02,0.01,3
camelcasing,python,0.02,4.26,3
camelcasing,java,0.02,4.62,4
angular2-http,angular,0.01,0.73,4
rtk-query,python,0.01,4.26,4
freemarker,java,0.01,4.62,4
liferay,java,0.01,4.62,6
masstransit,c#,0.01,3.64,4
masstransit,.net,0.01,0.86,4
git-flow,php,0.01,3.05,4
wix,c#,0.02,3.64,4
wix,.net,0.02,0.86,4
wix,jenkins,0.02,0.11,3
json-rpc,java,0.01,4.62,4
json-rpc,rest,0.01,0.12,4
payment-gateway,php,0.01,3.05,4
payment-gateway,mysql,0.01,0.79,4
higher-order-components,javascript,0.01,5.15,4
setup.py,python,0.01,4.26,6
setup.py,pip,0.01,0.1,4
svelte-3,javascript,0.01,5.15,6
mootools,javascript,0.01,5.15,4
.net-4.0,c#,0.02,3.64,7
shared-memory,linux,0.01,0.58,4
xlrd,python,0.01,4.26,4
xlrd,excel,0.01,0.18,4
computer-science,c,0.01,0.65,4
swiftlint,swift,0.01,0.83,4
swiftlint,ios,0.01,1.69,4
truthiness,c++,0.01,1.77,4
truthiness,ruby,0.01,0.42,4
fetch-api,javascript,0.01,5.15,4
requirejs,java,0.02,4.62,3
requirejs,javascript,0.02,5.15,6
requirejs,typescript,0.02,0.59,3
maatwebsite-excel,php,0.01,3.05,4
dynamic-variables,c,0.01,0.65,4
dynamic-variables,java,0.01,4.62,4
iostream,c++,0.02,1.77,9
iostream,java,0.02,4.62,2
iostream,input,0.02,0.03,3
cout,c++,0.01,1.77,4
cassandra-2.0,android,0.01,3.02,4
reportlab,python,0.01,4.26,4
platypus,python,0.01,4.26,4
setuptools,python,0.02,4.26,8
setuptools,c++,0.02,1.77,2
setuptools,pip,0.02,0.1,4
eclipse-marketplace,java,0.01,4.62,4
eclipse-marketplace,eclipse,0.01,0.32,4
loopj,python,0.01,4.26,4
loopj,android,0.01,3.02,4
in-app-purchase,android,0.02,3.02,7
in-app-purchase,swift,0.02,0.83,2
in-app-purchase,ios,0.02,1.69,2
trello,c#,0.01,3.64,4
trello.net,c#,0.01,3.64,4
base-class,c#,0.01,3.64,4
base-class,casting,0.01,0.03,4
design-principles,c,0.01,0.65,4
design-principles,java,0.01,4.62,4
urllib2,python,0.01,4.26,4
pygtk,r,0.01,0.56,4
watermark,go,0.01,0.21,4
watermark,image,0.01,0.11,4
functools,python,0.01,4.26,4
heidisql,mysql,0.01,0.79,4
python-click,python,0.01,4.26,4
hexagonal-architecture,c#,0.01,3.64,4
antd,typescript,0.01,0.59,3
froala,javascript,0.01,5.15,3
slack,python,0.01,4.26,2
slack,linux,0.01,0.58,3
slack,bots,0.01,0.0,2
seekbar,java,0.01,4.62,4
seekbar,android,0.01,3.02,4
issuu,php,0.01,3.05,3
laravel-blade,php,0.01,3.05,3
spotify,python,0.01,4.26,3
absolute-value,python,0.01,4.26,3
absolute-value,numbers,0.01,0.01,3
rfc,email,0.01,0.06,3
directory-listing,shell,0.01,0.18,3
ubuntu-10.10,python,0.01,4.26,4
signtool,c#,0.01,3.64,3
breakpoints,c#,0.01,3.64,3
android-cursor,android,0.01,3.02,4
android-cursor,database,0.01,0.15,4
sql-server-data-tools,c#,0.01,3.64,3
command-prompt,android,0.01,3.02,3
primeng,git,0.01,0.68,3
primeng,angular,0.01,0.73,3
staruml,c++,0.01,1.77,3
iterm,javascript,0.01,5.15,3
flyway,java,0.01,4.62,5
textwatcher,android,0.01,3.02,3
dropbox,python,0.01,4.26,3
dropbox-api,python,0.01,4.26,3
background-image,css,0.01,1.46,3
antialiasing,css,0.01,1.46,3
ehcache,java,0.01,4.62,3
ehcache,spring,0.01,0.64,3
expression-trees,c#,0.01,3.64,3
wsdl2objc,ios,0.01,1.69,3
wsdl2objc,objective-c,0.01,0.56,3
nsdictionary,objective-c,0.01,0.56,3
nsdictionary,cocoa,0.01,0.06,3
getter,swift,0.01,0.83,3
portable-class-library,c#,0.01,3.64,3
portable-class-library,.net,0.01,0.86,3
scroll-offset,android,0.01,3.02,3
middleware,php,0.01,3.05,3
contentsize,css,0.01,1.46,3
contentsize,containers,0.01,0.02,3
subversion-edge,repository,0.01,0.02,3
materialize,javascript,0.01,5.15,3
android-4.0-ice-cream-sandwich,android,0.01,3.02,3
html-email,css,0.01,1.46,3
bookdown,r,0.01,0.56,3
uilabel,objective-c,0.02,0.56,4
uilabel,height,0.02,0.02,3
uilabel,frame,0.02,0.01,3
react-context,javascript,0.01,5.15,3
node-fetch,javascript,0.01,5.15,3
ibeacon,ios,0.01,1.69,3
tvml,javascript,0.01,5.15,3
httpd.conf,apache,0.01,0.07,3
phppgadmin,postgresql,0.01,0.32,3
obd-ii,c#,0.01,3.64,3
qt-creator,c++,0.01,1.77,3
styled-components,javascript,0.01,5.15,3
browser-cache,c#,0.01,3.64,3
setbackground,java,0.01,4.62,3
setbackground,android,0.01,3.02,3
cdi,java,0.02,4.62,5
cdi,weblogic,0.02,0.01,2
cdi,weld,0.02,0.0,2
applinks,ios,0.01,1.69,3
branch.io,ios,0.01,1.69,3
itemscontrol,templates,0.01,0.08,3
xamarin.ios,android,0.01,3.02,2
xamarin.ios,c#,0.01,3.64,3
addeventlistener,javascript,0.01,5.15,3
addeventlistener,dom,0.01,0.04,3
hidden-files,php,0.01,3.05,3
kalman-filter,android,0.01,3.02,3
connect-by,sql,0.01,0.59,3
facebook-login,ios,0.01,1.69,3
uwsgi,python,0.01,4.26,3
mpi4py,python,0.01,4.26,3
popupmenu,android,0.01,3.02,3
es6-modules,javascript,0.01,5.15,5
xcode7,javascript,0.01,5.15,3
xcode-ui-testing,javascript,0.01,5.15,3
pyodbc,python,0.01,4.26,6
chocolatey,windows,0.01,0.33,3
chocolatey,shell,0.01,0.18,3
gulp-uglify,javascript,0.01,5.15,3
streamwriter,c#,0.01,3.64,3
streamwriter,io,0.01,0.03,3
dompdf,arrays,0.01,0.5,3
dompdf,php,0.01,3.05,3
linker-scripts,c,0.01,0.65,3
linker-scripts,ld,0.01,0.01,3
messaging,java,0.02,4.62,3
messaging,.net,0.02,0.86,3
messaging,soa,0.02,0.01,5
messaging,integration,0.02,0.0,2
hg-revert,c++,0.01,1.77,3
active-model-serializers,android,0.01,3.02,3
dailymotion-api,javascript,0.01,5.15,3
dailymotion-api,video,0.01,0.05,3
autoload,php,0.01,3.05,3
angular-ngmodel,typescript,0.01,0.59,3
angular-ngmodel,angular,0.01,0.73,3
wsgi,python,0.01,4.26,3
pymongo,python,0.02,4.26,7
event-sourcing,java,0.01,4.62,3
pango,python,0.01,4.26,3
nstimer,swift,0.01,0.83,3
nstimer,ios,0.01,1.69,3
touch-event,android,0.01,3.02,2
touch-event,javascript,0.01,5.15,3
metamask,rust,0.01,0.14,3
screen-resolution,android,0.01,3.02,3
r-sf,r,0.02,0.56,8
dhtml,c++,0.01,1.77,3
dhtml,javascript,0.01,5.15,3
android-studio-import,android,0.01,3.02,3
ignite-ui,angular,0.01,0.73,3
singleton,swift,0.01,0.83,3
singleton,ios,0.01,1.69,3
cordova-cli,javascript,0.01,5.15,3
uistatusbar,ios,0.01,1.69,3
shimmer,android,0.01,3.02,3
angular12,angular,0.01,0.73,3
logparser,c++,0.01,1.77,3
logparser,.net,0.01,0.86,3
csrf,php,0.01,3.05,3
instagram-api,sql,0.01,0.59,3
instagram-api,mysql,0.01,0.79,3
square,android,0.01,3.02,3
jsch,java,0.01,4.62,3
eclipse-wtp,java,0.01,4.62,3
eclipse-wtp,eclipse,0.01,0.32,3
playframework-2.1,scala,0.01,0.27,3
itext7,java,0.01,4.62,3
django-cors-headers,python,0.01,4.26,3
dreamhost,mysql,0.01,0.79,3
autocompletetextview,android,0.01,3.02,3
autoprefixer,sass,0.01,0.04,3
laravel-5.5,php,0.01,3.05,3
google-glass,android,0.01,3.02,3
panda3d,python,0.01,4.26,3
panda3d,image,0.01,0.11,3
std,c++,0.01,1.77,3
std,dictionary,0.01,0.12,3
git-pull,git,0.01,0.68,3
nearprotocol,rust,0.01,0.14,3
nearprotocol-validator,rust,0.01,0.14,3
byte,system,0.01,0.01,3
combobox,java,0.01,4.62,3
coreml,swift,0.01,0.83,3
coreml,ios,0.01,1.69,3
broadcastreceiver,android,0.01,3.02,5
gatsby,javascript,0.01,5.15,2
bookmarks,javascript,0.01,5.15,3
adaptive-cards,c#,0.01,3.64,3
botframework,c#,0.01,3.64,3
object-detection,python,0.01,4.26,6
android-snackbar,android,0.01,3.02,3
pdb,python,0.01,4.26,3
pdb,git,0.01,0.68,3
java.util.date,java,0.01,4.62,3
cython,python,0.01,4.26,3
gcloud,java,0.02,4.62,3
gcloud,maven,0.02,0.22,3
javap,java,0.01,4.62,3
foreign-key-relationship,mapping,0.01,0.02,3
azure-storage,typescript,0.01,0.59,3
html5-video,c,0.01,0.65,3
html5-video,video,0.01,0.05,3
morris.js,javascript,0.01,5.15,3
morris.js,charts,0.01,0.02,3
scrollable,android,0.01,3.02,2
scrollable,css,0.01,1.46,3
typeorm,typescript,0.01,0.59,3
rss,php,0.01,3.05,2
rss,css,0.01,1.46,3
rss,drupal,0.01,0.02,2
xlconnect,excel,0.01,0.18,3
xlconnect,r,0.01,0.56,3
love2d,lua,0.01,0.04,3
roblox,lua,0.01,0.04,3
setstate,state,0.01,0.01,3
git-filter-branch,git,0.01,0.68,3
git-filter-branch,extract,0.01,0.01,3
axios,loading,0.01,0.01,3
onchange,javascript,0.01,5.15,3
pretty-print,c,0.01,0.65,3
template-engine,git,0.01,0.68,3
android-radiobutton,android,0.01,3.02,3
android-radiobutton,spring,0.01,0.64,3
android-scrollview,android,0.01,3.02,3
testcontainers,java,0.01,4.62,3
dynamic-import,javascript,0.01,5.15,3
application-lifecycle,android,0.01,3.02,3
oncreate,android,0.01,3.02,3
httpurlconnection,java,0.01,4.62,3
httpurlconnection,android,0.01,3.02,3
sparse-matrix,linux,0.01,0.58,3
sparse-matrix,java,0.01,4.62,3
floating-action-button,android,0.01,3.02,3
qr-code,php,0.01,3.05,3
phpexcel,php,0.01,3.05,3
screenshot,c#,0.01,3.64,3
shields.io,ruby,0.01,0.42,3
artificial-intelligence,probability,0.01,0.01,3
markov-chains,python,0.01,4.26,2
markov-chains,algorithm,0.01,0.16,2
markov-chains,probability,0.01,0.01,3
deferred,promise,0.01,0.03,3
lazy-evaluation,haskell,0.01,0.14,3
c#-6.0,c#,0.01,3.64,3
ios-charts,swift,0.01,0.83,3
ios-charts,ios,0.01,1.69,3
clone,c#,0.01,3.64,2
clone,flash,0.01,0.03,3
clone,reflection,0.01,0.07,2
ordereddictionary,python,0.01,4.26,3
ordereddictionary,c#,0.01,3.64,3
ordereddictionary,dictionary,0.01,0.12,3
h2,java,0.01,4.62,3
react-highcharts,javascript,0.01,5.15,3
signal-processing,c++,0.01,1.77,2
signal-processing,matlab,0.01,0.11,3
signal-processing,label,0.01,0.02,3
swift4,swift,0.01,0.83,5
swift4,ios,0.01,1.69,3
entitymanager,java,0.01,4.62,2
entitymanager,spring,0.01,0.64,3
blender,css,0.01,1.46,3
webassembly,javascript,0.01,5.15,3
android-fragmentactivity,android,0.01,3.02,3
avro,maven,0.01,0.22,3
programming-languages,c#,0.01,3.64,3
programming-languages,haskell,0.01,0.14,2
language-detection,c#,0.01,3.64,3
dojo,php,0.01,3.05,3
dojo,javascript,0.01,5.15,3
pypdf,python,0.01,4.26,3
xserver,java,0.01,4.62,3
abstract-class,java,0.01,4.62,6
screen-brightness,android,0.01,3.02,3
screen-brightness,eclipse,0.01,0.32,3
imagick,php,0.01,3.05,3
solaris,date,0.01,0.12,3
asp.net-core-5.0,angular,0.01,0.73,3
c++-amp,c++,0.01,1.77,3
amazon-emr,python,0.01,4.26,3
amazon-emr,haskell,0.01,0.14,3
pdflatex,python,0.01,4.26,3
pdflatex,latex,0.01,0.05,3
basic-authentication,erlang,0.01,0.04,3
spy,python,0.01,4.26,3
angularfire2,angular,0.01,0.73,3
extjs5,javascript,0.01,5.15,3
audiokit,java,0.01,4.62,3
audiokit,android,0.01,3.02,3
masking,css,0.01,1.46,3
google-cloud-sql,python,0.01,4.26,3
css-animations,css,0.01,1.46,3
remoteview,android,0.01,3.02,3
apache-zookeeper,java,0.01,4.62,2
phpmailer,email,0.01,0.06,3
mime-types,file,0.01,0.16,3
mime-types,java,0.01,4.62,3
date-manipulation,javascript,0.01,5.15,3
date-manipulation,date,0.01,0.12,3
raphael,javascript,0.01,5.15,3
rtti,properties,0.01,0.02,3
read-the-docs,linux,0.01,0.58,3
wrapper,android,0.01,3.02,3
asp.net-web-api2,c#,0.01,3.64,3
glassfish,java,0.01,4.62,3
glassfish,scala,0.01,0.27,2
glassfish,eclipse,0.01,0.32,2
org.json,java,0.01,4.62,3
xcode6gm,swift,0.01,0.83,3
xcode6gm,ios,0.01,1.69,3
android-homebutton,java,0.01,4.62,3
android-homebutton,android,0.01,3.02,3
passport.js,express,0.01,0.09,3
jython,python,0.01,4.26,3
jython,android,0.01,3.02,3
eclipselink,java,0.01,4.62,3
package-managers,javascript,0.01,5.15,3
tsc,typescript,0.01,0.59,3
tsconfig,typescript,0.01,0.59,3
scaladoc,scala,0.01,0.27,3
scaladoc,url,0.01,0.09,3
callback,java,0.01,4.62,3
callback,notify,0.01,0.01,3
fftw,c,0.01,0.65,3
fftw,pde,0.01,0.01,3
console-application,c#,0.01,3.64,3
duplicate-data,xcode,0.01,0.42,3
duplicate-data,line,0.01,0.01,3
cannot-find-symbol,android,0.01,3.02,3
android-biometric-prompt,android,0.01,3.02,3
textkit,objective-c,0.01,0.56,3
titan,css,0.01,1.46,3
titan,ios,0.01,1.69,3
multiplayer,java,0.01,4.62,3
multiplayer,c#,0.01,3.64,3
method-group,c#,0.01,3.64,3
filestream,file,0.01,0.16,3
filestream,c#,0.01,3.64,3
android-spinner,java,0.01,4.62,3
android-spinner,android,0.01,3.02,3
unmarshalling,go,0.01,0.21,3
actionbarsherlock,android,0.01,3.02,3
type-theory,coq,0.01,0.01,3
agda,coq,0.01,0.01,3
cruisecontrol.net,c#,0.0,3.64,2
cruisecontrol.net,licensing,0.0,0.0,2
codemirror,fold,0.0,0.0,2
contentful,javascript,0.0,5.15,2
ngfor,angular,0.0,0.73,2
git-merge,javascript,0.01,5.15,3
spring-el,java,0.0,4.62,2
spring-el,spring,0.0,0.64,2
portability,c++,0.0,1.77,2
ember-router,outlet,0.0,0.0,2
pygame,python,0.0,4.26,2
video-processing,compression,0.0,0.03,2
video-processing,video,0.0,0.05,2
equals,java,0.01,4.62,2
equals,go,0.01,0.21,2
phphotolibrary,ios,0.0,1.69,2
pseudo-element,javascript,0.0,5.15,2
automake,c++,0.0,1.77,2
standard-deviation,arrays,0.0,0.5,2
standard-deviation,javascript,0.0,5.15,2
c89,c,0.0,0.65,2
vaadin14,java,0.0,4.62,2
vaadin14,eclipse,0.0,0.32,2
fiddler,python,0.0,4.26,2
fiddler,debugging,0.0,0.1,2
responsive-design,css,0.01,1.46,4
osx-leopard,terminal,0.0,0.05,2
testflight,ios,0.0,1.69,2
worksheet-function,java,0.0,4.62,2
worksheet-function,excel,0.0,0.18,2
vaex,python,0.0,4.26,2
computational-geometry,algorithm,0.0,0.16,2
computational-geometry,geometry,0.0,0.02,2
rspec-rails,java,0.0,4.62,2
pem,putty,0.0,0.01,2
z-index,android,0.01,3.02,2
z-index,c#,0.01,3.64,2
z-index,css,0.01,1.46,2
spidermonkey,javascript,0.0,5.15,2
spidermonkey,ios,0.0,1.69,2
amadeus,curl,0.0,0.06,2
amadeus,api,0.0,0.05,2
lubridate,r,0.0,0.56,2
correlation,r,0.0,0.56,2
ansible-2.x,ansible,0.0,0.07,2
subquery,sql,0.01,0.59,2
subquery,insert,0.01,0.01,2
subquery,arel,0.01,0.0,2
plaintext,php,0.0,3.05,2
plaintext,email,0.0,0.06,2
uinavigationcontroller,objective-c,0.0,0.56,2
tesseract,python,0.01,4.26,2
tesseract,ocr,0.01,0.01,4
amazon-sns,java,0.01,4.62,2
crc32,java,0.0,4.62,2
deadlock,c++,0.0,1.77,2
deadlock,algorithm,0.0,0.16,2
stm32,c,0.01,0.65,2
stm32,embedded,0.01,0.02,4
nuke-build,c#,0.0,3.64,2
py2exe,python,0.0,4.26,2
systems-programming,c++,0.0,1.77,2
executorservice,java,0.0,4.62,2
tint,android,0.0,3.02,2
large-files,javascript,0.0,5.15,2
buffer,replace,0.0,0.01,2
invoke,java,0.0,4.62,2
invoke,reflection,0.0,0.07,2
evil-mode,c++,0.0,1.77,2
alpacajs,javascript,0.0,5.15,2
nsstring,c#,0.01,3.64,2
nsstring,objective-c,0.01,0.56,2
nsstring,xcode,0.01,0.42,2
cpu-architecture,c++,0.0,1.77,2
tabbar,objective-c,0.0,0.56,2
visual-paradigm,java,0.0,4.62,2
fsockopen,php,0.0,3.05,2
fsockopen,javascript,0.0,5.15,2
runtime-error,python,0.0,4.26,2
runtime-error,linux,0.0,0.58,2
subclass,inheritance,0.0,0.05,2
elementtree,tags,0.0,0.01,2
googletest,c++,0.01,1.77,2
googletest,c#,0.01,3.64,2
googletest,.net,0.01,0.86,2
tidyr,r,0.0,0.56,2
fuzzy-search,r,0.0,0.56,2
docker-registry,mysql,0.0,0.79,2
c#-7.0,c#,0.0,3.64,2
c#-7.0,asp.net,0.0,0.39,2
ios-app-extension,ios,0.0,1.69,2
ios-app-extension,xcode,0.0,0.42,2
sugarcrm,php,0.0,3.05,2
sugarcrm,soap,0.0,0.01,2
nexus-5,android,0.0,3.02,2
multiline,arrays,0.0,0.5,2
android-sensors,android,0.0,3.02,2
equivalent,python,0.0,4.26,2
equivalent,c#,0.0,3.64,2
flutter-dependencies,android,0.0,3.02,2
freertos,embedded,0.0,0.02,2
intershop,joomla,0.0,0.02,2
greenrobot-eventbus,android,0.0,3.02,2
ruby-on-rails-7,ruby,0.0,0.42,2
google-signin,android,0.01,3.02,2
z3,smt,0.0,0.0,2
theorem-proving,smt,0.0,0.0,2
rstudio,c++,0.0,1.77,2
rstudio,r,0.0,0.56,2
handsontable,php,0.0,3.05,2
handsontable,javascript,0.0,5.15,2
instagram,angular,0.0,0.73,2
instagram,api,0.0,0.05,2
android-loadermanager,android,0.0,3.02,2
extension-methods,java,0.0,4.62,2
extension-methods,rest,0.0,0.12,2
vb6,excel,0.0,0.18,2
css-calc,css,0.0,1.46,2
css-calc,sass,0.0,0.04,2
wildcard,javascript,0.0,5.15,2
cloud9-ide,javascript,0.0,5.15,2
mingw,windows,0.0,0.33,2
operator-keyword,php,0.01,3.05,2
operator-keyword,angular,0.01,0.73,2
operator-keyword,orm,0.01,0.04,2
gdata,python,0.0,4.26,2
archlinux,linux,0.0,0.58,2
preg-match,php,0.0,3.05,2
fastcgi,php,0.0,3.05,2
fastcgi,debugging,0.0,0.1,2
ui-automation,c#,0.0,3.64,2
python-aiofiles,python,0.0,4.26,2
changeset,mysql,0.0,0.79,2
dbpedia,sparql,0.0,0.02,2
lmdb,windows,0.0,0.33,2
lmdb,database,0.0,0.15,2
extbase,php,0.0,3.05,2
elixir-iex,testing,0.0,0.09,2
microsoft-metro,c#,0.01,3.64,2
updatepanel,c#,0.0,3.64,2
updatepanel,asp.net,0.0,0.39,2
screen-orientation,android,0.0,3.02,2
enzyme,javascript,0.0,5.15,2
viewmodel,android,0.0,3.02,2
flex3,java,0.0,4.62,2
maple,r,0.0,0.56,2
maple,sas,0.0,0.03,2
todo,android,0.0,3.02,2
glassfish-4,weld,0.0,0.0,2
list-comprehension,python,0.01,4.26,4
carriage-return,c#,0.0,3.64,2
flatten,java,0.0,4.62,2
gitlab-ce,scala,0.01,0.27,2
gitlab-ce,git,0.01,0.68,2
mlab,javascript,0.0,5.15,2
nslocalizedstring,ios,0.0,1.69,2
toggle,javascript,0.0,5.15,2
toggle,dom,0.0,0.04,2
contour,r,0.0,0.56,2
typo3-9.x,fluid,0.01,0.0,2
concatenation,python,0.0,4.26,2
