noESCO,ESCOskill,noESCO_percentage,ESCOskill_percentage,cooccurrence_count
laravel-5,postgresql,0.1,0.32,1
laravel-5,mysql,0.1,0.79,4
laravel-5,routes,0.1,0.02,1
dns,python,0.02,4.26,1
dns,php,0.02,3.05,2
dns,javascript,0.02,5.15,3
dns,sql,0.02,0.59,2
dns,proxy,0.02,0.02,1
sitecore,c#,0.01,3.64,1
sitecore,.net,0.01,0.86,1
sitecore,css,0.01,1.46,2
sitecore,asp.net,0.01,0.39,1
jslint,javascript,0.01,5.15,4
jslint,angular,0.01,0.73,1
amazon-sagemaker,python,0.01,4.26,3
authentication,python,0.07,4.26,4
authentication,java,0.07,4.62,4
authentication,c#,0.07,3.64,9
authentication,typescript,0.07,0.59,3
authentication,devise,0.07,0.02,1
authentication,mysql,0.07,0.79,2
authentication,asp.net,0.07,0.39,2
authentication,pip,0.07,0.1,1
authentication,architecture,0.07,0.02,3
visual-studio-2012,c++,0.03,1.77,2
visual-studio-2012,php,0.03,3.05,2
visual-studio-2012,c#,0.03,3.64,1
visual-studio-2012,.net,0.03,0.86,2
visual-studio-2012,typescript,0.03,0.59,3
visual-studio-2012,css,0.03,1.46,1
visual-studio-2012,arm,0.03,0.02,1
ionic-framework,android,0.05,3.02,2
ionic-framework,php,0.05,3.05,2
ionic-framework,javascript,0.05,5.15,2
ionic-framework,typescript,0.05,0.59,1
ionic-framework,angular,0.05,0.73,10
ionic-framework,xcode,0.05,0.42,2
ionic-framework,debugging,0.05,0.1,1
ionic-framework,format,0.05,0.03,3
django-signals,python,0.01,4.26,3
commonjs,javascript,0.0,5.15,1
atlassian-sourcetree,php,0.01,3.05,4
atlassian-sourcetree,ios,0.01,1.69,1
atlassian-sourcetree,xcode,0.01,0.42,1
load-balancing,java,0.0,4.62,1
xmpp,android,0.02,3.02,3
xmpp,git,0.02,0.68,1
xmpp,erlang,0.02,0.04,1
xmpp,diff,0.02,0.02,1
xmpp,echo,0.02,0.01,3
openfire,erlang,0.0,0.04,1
plugins,maven,0.0,0.22,1
plugins,settings,0.0,0.01,1
plugins,release,0.0,0.01,1
eslint,javascript,0.02,5.15,2
eslint,typescript,0.02,0.59,2
eslint,mysql,0.02,0.79,1
nokogiri,ruby,0.0,0.42,1
uicollectionview,swift,0.05,0.83,10
uicollectionview,ios,0.05,1.69,23
uicollectionview,objective-c,0.05,0.56,5
uicollectionview,xcode,0.05,0.42,2
bitmap,java,0.01,4.62,1
bitmap,android,0.01,3.02,5
bitmap,c#,0.01,3.64,1
bitmap,.net,0.01,0.86,1
regex-negation,c++,0.0,1.77,1
git-checkout,git,0.0,0.68,2
asynchronous,java,0.04,4.62,3
asynchronous,c#,0.04,3.64,8
asynchronous,javascript,0.04,5.15,3
asynchronous,.net,0.04,0.86,2
asynchronous,swift,0.04,0.83,1
asynchronous,ios,0.04,1.69,1
asynchronous,xcode,0.04,0.42,3
asynchronous,process,0.04,0.03,2
babeljs,javascript,0.02,5.15,1
user-management,php,0.0,3.05,1
user-management,mysql,0.0,0.79,1
werkzeug,python,0.0,4.26,1
nestjs,javascript,0.01,5.15,2
nestjs,typescript,0.01,0.59,3
nestjs,angular,0.01,0.73,2
cross-platform,python,0.0,4.26,1
cross-platform,c++,0.0,1.77,1
cross-platform,linux,0.0,0.58,1
cross-platform,android,0.0,3.02,1
c#-4.0,c#,0.01,3.64,5
c#-4.0,javascript,0.01,5.15,1
c#-4.0,.net,0.01,0.86,1
jaxb,java,0.01,4.62,6
jaxb,spring,0.01,0.64,1
jaxb,maven,0.01,0.22,1
junit5,java,0.03,4.62,12
junit5,android,0.03,3.02,2
junit5,maven,0.03,0.22,4
x11,linux,0.02,0.58,4
x11,java,0.02,4.62,3
x11,php,0.02,3.05,1
xamarin.forms,android,0.04,3.02,1
xamarin.forms,c#,0.04,3.64,15
xamarin.forms,javascript,0.04,5.15,3
observable,git,0.01,0.68,1
observable,angular,0.01,0.73,2
observable,promise,0.01,0.03,1
socket.io,javascript,0.01,5.15,2
ethereum,angular,0.0,0.73,1
ethereum,solidity,0.0,0.01,1
truffle,angular,0.0,0.73,1
uwp,android,0.02,3.02,1
uwp,c#,0.02,3.64,7
uwp,iot,0.02,0.0,1
win-universal-app,c#,0.02,3.64,9
win-universal-app,linq,0.02,0.1,3
alfresco,java,0.01,4.62,2
alfresco-share,java,0.01,4.62,1
navigationview,android,0.0,3.02,1
elasticsearch,python,0.09,4.26,3
elasticsearch,performance,0.09,0.16,1
elasticsearch,java,0.09,4.62,10
elasticsearch,php,0.09,3.05,4
elasticsearch,c#,0.09,3.64,3
elasticsearch,javascript,0.09,5.15,4
elasticsearch,shell,0.09,0.18,3
elasticsearch,perl,0.09,0.07,2
elasticsearch,redis,0.09,0.05,3
elasticsearch,specifications,0.09,0.0,1
elasticsearch,nest,0.09,0.0,1
nhibernate,c#,0.03,3.64,2
nhibernate,sql,0.03,0.59,1
nhibernate,mapping,0.03,0.02,3
lazy-loading,java,0.0,4.62,1
lazy-loading,javascript,0.0,5.15,1
png,python,0.01,4.26,1
png,c++,0.01,1.77,1
png,javascript,0.01,5.15,1
exif,python,0.0,4.26,1
exif,php,0.0,3.05,1
exif,jenkins,0.0,0.11,1
sequelize.js,android,0.02,3.02,1
sequelize.js,javascript,0.02,5.15,6
sequelize.js,mysql,0.02,0.79,1
mongoose,python,0.04,4.26,1
mongoose,android,0.04,3.02,1
mongoose,php,0.04,3.05,1
mongoose,javascript,0.04,5.15,6
mongoose,ruby,0.04,0.42,2
mongoose,express,0.04,0.09,1
wamp,php,0.02,3.05,4
skype,port,0.01,0.01,1
skype,chat,0.01,0.0,1
skype,meta,0.01,0.0,2
windows-7,c++,0.02,1.77,1
windows-7,c,0.02,0.65,1
windows-7,linux,0.02,0.58,4
windows-7,java,0.02,4.62,1
file-exists,python,0.0,4.26,1
file-exists,file,0.0,0.16,1
selinux,java,0.0,4.62,1
selinux,android,0.0,3.02,1
webstorm,php,0.02,3.05,1
webstorm,javascript,0.02,5.15,1
webstorm,typescript,0.02,0.59,2
webstorm,angular,0.02,0.73,2
webstorm,apache,0.02,0.07,1
webstorm,comments,0.02,0.02,2
registry,c#,0.0,3.64,1
registry,sql,0.0,0.59,1
recaptcha,java,0.0,4.62,1
recaptcha,javascript,0.0,5.15,1
overriding,java,0.01,4.62,2
overriding,android,0.01,3.02,1
overriding,javascript,0.01,5.15,2
overriding,methods,0.01,0.04,1
keyboard-shortcuts,python,0.05,4.26,2
keyboard-shortcuts,php,0.05,3.05,1
keyboard-shortcuts,c#,0.05,3.64,2
keyboard-shortcuts,sql,0.05,0.59,1
keyboard-shortcuts,sass,0.05,0.04,1
keyboard-shortcuts,eclipse,0.05,0.32,4
keyboard-shortcuts,comments,0.05,0.02,2
keyboard-shortcuts,mc,0.05,0.0,2
modelica,python,0.0,4.26,1
dymola,python,0.0,4.26,1
entity-framework-migrations,c#,0.01,3.64,4
symlink,python,0.01,4.26,1
symlink,c#,0.01,3.64,1
symlink,dictionary,0.01,0.12,1
environment-variables,python,0.03,4.26,1
environment-variables,java,0.03,4.62,2
environment-variables,php,0.03,3.05,2
environment-variables,c#,0.03,3.64,1
environment-variables,javascript,0.03,5.15,1
environment-variables,terminal,0.03,0.05,1
pyspark,python,0.06,4.26,17
pyspark,average,0.06,0.0,1
hotkeys,c#,0.01,3.64,2
hotkeys,css,0.01,1.46,1
twitter,python,0.01,4.26,2
twitter,swift,0.01,0.83,1
twitter,ios,0.01,1.69,2
syntax-highlighting,linux,0.01,0.58,1
syntax-highlighting,xcode,0.01,0.42,3
syntax-highlighting,editor,0.01,0.02,1
cookies,python,0.04,4.26,3
cookies,c,0.04,0.65,1
cookies,android,0.04,3.02,1
cookies,php,0.04,3.05,3
cookies,c#,0.04,3.64,5
cookies,javascript,0.04,5.15,2
cookies,mysql,0.04,0.79,1
cookies,asp.net,0.04,0.39,2
cookies,angular,0.04,0.73,1
cookies,eclipse,0.04,0.32,1
cookies,apache,0.04,0.07,1
progressive-web-apps,php,0.01,3.05,2
progressive-web-apps,javascript,0.01,5.15,3
android-cardview,java,0.01,4.62,1
android-cardview,android,0.01,3.02,3
right-to-left,.net,0.0,0.86,1
javafx-2,java,0.03,4.62,8
talend,java,0.01,4.62,2
talend,sql,0.01,0.59,1
talend,r,0.01,0.56,1
spell-checking,c#,0.0,3.64,1
spell-checking,.net,0.0,0.86,1
uitextfield,swift,0.01,0.83,2
uitextfield,ios,0.01,1.69,3
uitextfield,objective-c,0.01,0.56,1
sharepoint,c#,0.03,3.64,9
sharepoint,.net,0.03,0.86,1
sharepoint,asp.net,0.03,0.39,1
visual-studio-2010,python,0.07,4.26,1
visual-studio-2010,c++,0.07,1.77,2
visual-studio-2010,c#,0.07,3.64,9
visual-studio-2010,.net,0.07,0.86,2
visual-studio-2010,typescript,0.07,0.59,3
visual-studio-2010,css,0.07,1.46,2
visual-studio-2010,testing,0.07,0.09,1
visual-studio-2010,reflection,0.07,0.07,1
visual-studio-2010,build,0.07,0.03,4
visual-studio-2010,vbscript,0.07,0.01,2
visual-studio-2010,gac,0.07,0.0,1
r-faq,file,0.0,0.16,1
r-faq,r,0.0,0.56,1
setimmediate,javascript,0.0,5.15,1
sftp,java,0.0,4.62,1
bigdecimal,java,0.0,4.62,2
bigdecimal,erlang,0.0,0.04,1
ternary,lua,0.0,0.04,1
conditional-statements,lua,0.0,0.04,1
urllib3,python,0.0,4.26,1
openai-api,python,0.0,4.26,1
virtualenv,python,0.04,4.26,14
virtualenv,pip,0.04,0.1,4
argv,c,0.0,0.65,1
argc,c,0.0,0.65,1
visual-studio-2013,android,0.01,3.02,1
visual-studio-2013,c#,0.01,3.64,1
systemd,c++,0.01,1.77,1
systemd,linux,0.01,0.58,3
systemd,service,0.01,0.03,2
subclipse,eclipse,0.0,0.32,1
compilation,c++,0.02,1.77,3
compilation,c,0.02,0.65,2
compilation,c#,0.02,3.64,1
compilation,angular,0.02,0.73,2
compilation,time,0.02,0.06,1
compilation,debugging,0.02,0.1,1
compilation,build,0.02,0.03,5
okhttp,android,0.0,3.02,1
imageview,android,0.0,3.02,2
amazon-ec2,nosql,0.03,0.02,1
amazon-ec2,redis,0.03,0.05,3
amazon-ecs,containers,0.01,0.02,2
next.js,c#,0.09,3.64,4
next.js,javascript,0.09,5.15,24
next.js,typescript,0.09,0.59,6
next.js,css,0.09,1.46,1
next.js,expo,0.09,0.01,1
dispatch-async,ios,0.0,1.69,1
dispatch-async,objective-c,0.0,0.56,1
android-activity,c++,0.02,1.77,3
android-activity,android,0.02,3.02,10
android-widget,java,0.02,4.62,1
android-widget,android,0.02,3.02,10
jupyter-notebook,python,0.07,4.26,19
jupyter-notebook,r,0.07,0.56,3
jupyter-notebook,mpi,0.07,0.01,2
ipython,python,0.02,4.26,9
checkbox,java,0.02,4.62,1
checkbox,javascript,0.02,5.15,4
checkbox,forms,0.02,0.08,2
javadoc,java,0.0,4.62,1
javadoc,documentation,0.0,0.03,1
double,python,0.01,4.26,1
double,string,0.01,0.39,1
double,java,0.01,4.62,2
double,swift,0.01,0.83,1
web-applications,python,0.02,4.26,1
web-applications,java,0.02,4.62,1
web-applications,javascript,0.02,5.15,2
web-applications,mysql,0.02,0.79,1
web-applications,service,0.02,0.03,3
web-applications,cloud,0.02,0.01,3
mobile-safari,css,0.0,1.46,1
asp.net-web-api,android,0.03,3.02,1
asp.net-web-api,c#,0.03,3.64,10
asp.net-web-api,javascript,0.03,5.15,1
asp.net-web-api,.net,0.03,0.86,1
asp.net-web-api,asp.net,0.03,0.39,4
asp.net-web-api,oracle,0.03,0.06,1
asp.net-web-api,rest,0.03,0.12,1
fortran,python,0.04,4.26,3
fortran,c++,0.04,1.77,3
fortran,c#,0.04,3.64,3
btrace,java,0.0,4.62,1
browser,c++,0.04,1.77,1
browser,arrays,0.04,0.5,2
browser,java,0.04,4.62,4
browser,android,0.04,3.02,2
browser,javascript,0.04,5.15,6
browser,haskell,0.04,0.14,1
browser,proxy,0.04,0.02,2
browser,url,0.04,0.09,1
browser,window,0.04,0.02,3
browser,printing,0.04,0.01,2
t-sql,python,0.06,4.26,4
t-sql,string,0.06,0.39,3
t-sql,sql,0.06,0.59,12
t-sql,ssis,0.06,0.01,1
callgrind,varnish,0.0,0.0,1
type-conversion,python,0.02,4.26,6
type-conversion,rust,0.02,0.14,1
type-conversion,postgresql,0.02,0.32,1
type-conversion,swift,0.02,0.83,2
uiview,swift,0.04,0.83,7
uiview,ios,0.04,1.69,17
uiview,objective-c,0.04,0.56,7
uiview,layer,0.04,0.0,2
spring-data-r2dbc,java,0.0,4.62,1
escaping,python,0.02,4.26,2
escaping,string,0.02,0.39,2
escaping,java,0.02,4.62,1
escaping,php,0.02,3.05,2
escaping,c#,0.02,3.64,1
escaping,javascript,0.02,5.15,3
escaping,mysql,0.02,0.79,1
clion,c++,0.01,1.77,5
clion,eclipse,0.01,0.32,1
statusbar,android,0.01,3.02,1
statusbar,ios,0.01,1.69,4
azure-devops,c#,0.03,3.64,8
azure-devops,.net,0.03,0.86,1
azure-pipelines,c#,0.02,3.64,3
continuous-integration,python,0.03,4.26,1
continuous-integration,java,0.03,4.62,4
continuous-integration,c#,0.03,3.64,1
continuous-integration,javascript,0.03,5.15,2
continuous-integration,git,0.03,0.68,2
continuous-integration,jenkins,0.03,0.11,2
continuous-integration,build,0.03,0.03,1
integer-overflow,c++,0.01,1.77,1
integer-overflow,c,0.01,0.65,4
integer-overflow,types,0.01,0.03,3
ember.js,python,0.08,4.26,1
ember.js,java,0.08,4.62,4
ember.js,android,0.08,3.02,2
ember.js,javascript,0.08,5.15,11
ember.js,ruby,0.08,0.42,2
ember.js,css,0.08,1.46,1
ember.js,swift,0.08,0.83,3
ember.js,ios,0.08,1.69,1
ember.js,objective-c,0.08,0.56,2
ember.js,promise,0.08,0.03,2
ember.js,service,0.08,0.03,1
ember.js,leaflet,0.08,0.01,3
ember.js,outlet,0.08,0.0,2
ember.js,accessibility,0.08,0.0,2
react-bootstrap,javascript,0.0,5.15,2
delphi-xe2,file,0.01,0.16,1
design-patterns,c++,0.03,1.77,2
design-patterns,windows,0.03,0.33,1
design-patterns,java,0.03,4.62,4
design-patterns,php,0.03,3.05,1
design-patterns,c#,0.03,3.64,3
design-patterns,mysql,0.03,0.79,1
design-patterns,algorithm,0.03,0.16,1
design-patterns,oop,0.03,0.09,1
design-patterns,database,0.03,0.15,1
observer-pattern,java,0.0,4.62,1
apache-kafka,python,0.04,4.26,1
apache-kafka,java,0.04,4.62,12
apache-kafka,android,0.04,3.02,2
apache-kafka,git,0.04,0.68,1
apache-kafka,go,0.04,0.21,1
apache-kafka,spring,0.04,0.64,1
apache-kafka,migration,0.04,0.01,1
apache-kafka,producer,0.04,0.0,1
couchdb,windows,0.01,0.33,3
couchdb,javascript,0.01,5.15,2
couchdb,git,0.01,0.68,3
couchdb,compression,0.01,0.03,1
jmeter,java,0.0,4.62,1
yii,arrays,0.02,0.5,1
yii,php,0.02,3.05,5
yii,c#,0.02,3.64,2
yii,javascript,0.02,5.15,1
yii,mysql,0.02,0.79,2
yii,wordpress,0.02,0.12,2
textview,java,0.03,4.62,2
textview,android,0.03,3.02,14
textview,transparency,0.03,0.0,1
textview,border,0.03,0.02,2
uitextview,android,0.0,3.02,1
tfs,c#,0.02,3.64,2
qt4,python,0.02,4.26,5
qt4,c++,0.02,1.77,4
cuda,c++,0.02,1.77,7
cuda,windows,0.02,0.33,1
cuda,java,0.02,4.62,1
discord,python,0.02,4.26,4
discord,javascript,0.02,5.15,3
rust-cargo,javascript,0.01,5.15,1
rust-cargo,rust,0.01,0.14,6
rust-cargo,debugging,0.01,0.1,2
phpspreadsheet,php,0.0,3.05,1
ember-cli,java,0.01,4.62,2
ember-cli,javascript,0.01,5.15,1
ember-cli,ruby,0.01,0.42,1
classloader,java,0.0,4.62,1
cllocationmanager,swift,0.01,0.83,3
cllocationmanager,ios,0.01,1.69,3
cllocationmanager,objective-c,0.01,0.56,1
ios9,swift,0.0,0.83,1
ios9,ios,0.0,1.69,1
java-8,arrays,0.06,0.5,1
java-8,java,0.06,4.62,25
java-8,sql,0.06,0.59,3
java-8,maven,0.06,0.22,1
java-8,utc,0.06,0.01,2
java-8,reduce,0.06,0.01,3
fastapi,python,0.01,4.26,5
fastapi,r,0.01,0.56,1
qemu,linux,0.0,0.58,2
qemu,android,0.0,3.02,1
qemu,smalltalk,0.0,0.01,1
angularjs-service,javascript,0.0,5.15,1
blob,javascript,0.0,5.15,1
blob,types,0.0,0.03,1
jquery-ui,java,0.04,4.62,3
jquery-ui,javascript,0.04,5.15,5
jquery-ui,css,0.04,1.46,2
heroku,python,0.05,4.26,2
heroku,windows,0.05,0.33,1
heroku,php,0.05,3.05,1
heroku,javascript,0.05,5.15,3
heroku,git,0.05,0.68,1
heroku,rest,0.05,0.12,1
heroku,coffeescript,0.05,0.0,1
firebase-cloud-messaging,android,0.01,3.02,1
firebase-cloud-messaging,php,0.01,3.05,4
firebase-cloud-messaging,git,0.01,0.68,1
machine-learning,python,0.07,4.26,25
machine-learning,c++,0.07,1.77,1
machine-learning,c#,0.07,3.64,1
machine-learning,angular,0.07,0.73,3
macros,c++,0.02,1.77,5
macros,c,0.02,0.65,4
macros,linux,0.02,0.58,2
macros,android,0.02,3.02,1
macros,rust,0.02,0.14,2
macros,haskell,0.02,0.14,1
macros,scheme,0.02,0.01,1
jrebel,java,0.0,4.62,1
jrebel,spring,0.0,0.64,1
smack,java,0.0,4.62,1
listview,python,0.06,4.26,1
listview,java,0.06,4.62,3
listview,android,0.06,3.02,14
listview,c#,0.06,3.64,2
listview,javascript,0.06,5.15,1
listview,css,0.06,1.46,2
listview,git,0.06,0.68,1
listview,keyboard,0.06,0.03,2
listview,share,0.06,0.0,1
listview,casting,0.06,0.03,2
unity-game-engine,android,0.07,3.02,6
unity-game-engine,php,0.07,3.05,1
unity-game-engine,c#,0.07,3.64,22
unity-game-engine,javascript,0.07,5.15,1
unity-game-engine,mysql,0.07,0.79,1
unity-game-engine,ios,0.07,1.69,2
unity-game-engine,time,0.07,0.06,1
unity-game-engine,events,0.07,0.03,3
unity-game-engine,rotation,0.07,0.01,1
unity-game-engine,assets,0.07,0.01,1
unity-game-engine,effects,0.07,0.0,1
sidekiq,javascript,0.0,5.15,1
linq-to-entities,.net,0.0,0.86,1
linq-to-entities,linq,0.0,0.1,1
uiimage,swift,0.0,0.83,1
uiimage,ios,0.0,1.69,2
android-architecture-components,android,0.02,3.02,8
android-architecture-components,navigation,0.02,0.01,1
admob,android,0.0,3.02,2
admob,eclipse,0.0,0.32,1
django-shell,python,0.0,4.26,1
svg,python,0.06,4.26,2
svg,c#,0.06,3.64,1
svg,javascript,0.06,5.15,17
svg,css,0.06,1.46,2
svg,wordpress,0.06,0.12,1
svg,dom,0.06,0.04,1
django-admin,python,0.03,4.26,9
stdout,python,0.01,4.26,1
stdout,linux,0.01,0.58,1
stdout,php,0.01,3.05,1
stdout,logging,0.01,0.07,2
stdout,printing,0.01,0.01,1
nfc,android,0.0,3.02,1
nfc,ios,0.0,1.69,1
filesystemwatcher,c#,0.0,3.64,1
filesystemwatcher,io,0.0,0.03,1
pipenv,python,0.0,4.26,1
cocoa-touch,android,0.09,3.02,2
cocoa-touch,swift,0.09,0.83,1
cocoa-touch,tomcat,0.09,0.03,2
cocoa-touch,ios,0.09,1.69,22
cocoa-touch,objective-c,0.09,0.56,13
cocoa-touch,xcode,0.09,0.42,1
cocoa-touch,cocoa,0.09,0.06,1
cocoa-touch,animation,0.09,0.03,1
cocoa-touch,rotation,0.09,0.01,1
nsdate,objective-c,0.0,0.56,1
nsdate,cocoa,0.0,0.06,1
sql-server-2008,c#,0.01,3.64,2
sql-server-2008,sql,0.01,0.59,4
python-module,python,0.0,4.26,2
python-module,import,0.0,0.02,1
python-module,documentation,0.0,0.03,1
musicbrainz,python,0.01,4.26,5
web-audio-api,javascript,0.0,5.15,1
async-await,java,0.01,4.62,1
async-await,c#,0.01,3.64,3
async-await,out,0.01,0.0,1
jasig,java,0.0,4.62,1
jasig,cas,0.0,0.0,1
android-asynctask,c++,0.02,1.77,1
android-asynctask,android,0.02,3.02,7
android-asynctask,installation,0.02,0.04,2
android-asynctask,api,0.02,0.05,2
google-chrome-devtools,php,0.02,3.05,2
google-chrome-devtools,javascript,0.02,5.15,3
google-chrome-devtools,typescript,0.02,0.59,2
google-chrome-devtools,css,0.02,1.46,1
google-chrome-devtools,git,0.02,0.68,1
git-squash,git,0.0,0.68,1
inputstream,string,0.0,0.39,1
inputstream,javascript,0.0,5.15,1
chef-infra,ruby,0.01,0.42,2
chef-infra,vagrant,0.01,0.01,1
contact-form-7,android,0.0,3.02,1
contact-form-7,wordpress,0.0,0.12,2
cloudbees,java,0.0,4.62,1
cloudbees,jenkins,0.0,0.11,1
html-table,css,0.01,1.46,5
firefox,performance,0.03,0.16,2
firefox,c++,0.03,1.77,3
firefox,android,0.03,3.02,1
firefox,c#,0.03,3.64,1
firefox,javascript,0.03,5.15,3
firefox,rust,0.03,0.14,3
firefox,asp.net,0.03,0.39,2
operating-system,linux,0.01,0.58,1
operating-system,php,0.01,3.05,1
msvcrt,c++,0.0,1.77,1
angular10,typescript,0.0,0.59,1
angular10,angular,0.0,0.73,1
networkx,python,0.0,4.26,2
networkx,graph,0.0,0.02,1
android-build,android,0.0,3.02,1
type-traits,c++,0.0,1.77,1
standard-layout,c++,0.0,1.77,1
nsarray,ios,0.01,1.69,2
nsarray,objective-c,0.01,0.56,1
for-loop,c++,0.03,1.77,6
for-loop,arrays,0.03,0.5,1
for-loop,stl,0.03,0.04,3
for-loop,java,0.03,4.62,5
for-loop,php,0.03,3.05,1
bootstrap-multiselect,php,0.0,3.05,1
.htaccess,linux,0.02,0.58,1
.htaccess,php,0.02,3.05,2
.htaccess,c#,0.02,3.64,1
.htaccess,javascript,0.02,5.15,4
.htaccess,mysql,0.02,0.79,1
.htaccess,security,0.02,0.06,1
.htaccess,matlab,0.02,0.11,1
.htaccess,wordpress,0.02,0.12,4
.htaccess,apache,0.02,0.07,2
in-app-billing,android,0.01,3.02,5
in-app-billing,testing,0.01,0.09,1
lotus-notes,java,0.01,4.62,3
logcat,android,0.01,3.02,1
logcat,ruby,0.01,0.42,1
bokeh,python,0.01,4.26,4
bokeh,matlab,0.01,0.11,2
brace-expansion,shell,0.0,0.18,1
brace-expansion,fish,0.0,0.0,1
toast,android,0.0,3.02,1
android-context,java,0.0,4.62,1
android-context,android,0.0,3.02,2
clang-tidy,c++,0.0,1.77,1
clang,python,0.02,4.26,2
clang,c++,0.02,1.77,6
vpn,python,0.0,4.26,1
vpn,pia,0.0,0.0,1
vb.net,php,0.08,3.05,1
vb.net,c#,0.08,3.64,23
vb.net,.net,0.08,0.86,13
vb.net,sql,0.08,0.59,1
vb.net,mysql,0.08,0.79,2
vb.net,css,0.08,1.46,2
vb.net,asp.net,0.08,0.39,3
vb.net,linq,0.08,0.1,1
vb.net,service,0.08,0.03,1
vb.net,scope,0.08,0.01,1
vb.net,putty,0.08,0.01,2
msbuild,python,0.04,4.26,2
msbuild,linux,0.04,0.58,2
msbuild,windows,0.04,0.33,1
msbuild,c#,0.04,3.64,5
msbuild,.net,0.04,0.86,6
filepath,windows,0.0,0.33,2
zip,c++,0.02,1.77,3
zip,linux,0.02,0.58,2
zip,windows,0.02,0.33,3
zip,java,0.02,4.62,1
zip,android,0.02,3.02,1
zip,php,0.02,3.05,1
zip,eclipse,0.02,0.32,1
zip,groovy,0.02,0.04,1
padding,python,0.0,4.26,1
padding,android,0.0,3.02,2
lightningchart,javascript,0.0,5.15,1
lightningchart,charts,0.0,0.02,1
rabbitmq,python,0.05,4.26,1
rabbitmq,java,0.05,4.62,3
rabbitmq,android,0.05,3.02,2
rabbitmq,php,0.05,3.05,1
rabbitmq,c#,0.05,3.64,6
rabbitmq,css,0.05,1.46,1
rabbitmq,git,0.05,0.68,1
rabbitmq,redis,0.05,0.05,3
zend-certification,php,0.0,3.05,1
homestead,php,0.0,3.05,1
static,file,0.02,0.16,3
static,java,0.02,4.62,3
static,c#,0.02,3.64,1
static,electron,0.02,0.02,3
static-methods,python,0.0,4.26,1
static-methods,java,0.0,4.62,1
windows-phone-8.1,c#,0.0,3.64,2
resharper,c#,0.02,3.64,5
resharper,.net,0.02,0.86,1
resharper,git,0.02,0.68,1
resharper,angular,0.02,0.73,2
aurelia,android,0.0,3.02,1
aurelia,javascript,0.0,5.15,2
durandal,javascript,0.0,5.15,1
paraview,python,0.0,4.26,1
vtk,python,0.02,4.26,5
vtk,c++,0.02,1.77,2
vtk,3d,0.02,0.02,2
rebase,git,0.0,0.68,2
rebase,merge,0.0,0.03,1
token,c++,0.01,1.77,3
token,string,0.01,0.39,3
bit-manipulation,c,0.0,0.65,1
bit-manipulation,c#,0.0,3.64,1
bit-manipulation,algorithm,0.0,0.16,1
seaborn,python,0.02,4.26,7
rpm,c++,0.0,1.77,1
rpm-spec,c++,0.0,1.77,1
pyo3,python,0.0,4.26,1
pyo3,rust,0.0,0.14,1
css-transitions,android,0.01,3.02,1
css-transitions,c#,0.01,3.64,1
css-transitions,javascript,0.01,5.15,2
css-transitions,css,0.01,1.46,5
scroll,android,0.03,3.02,5
scroll,c#,0.03,3.64,1
scroll,javascript,0.03,5.15,2
scroll,css,0.03,1.46,4
scroll,smoothing,0.03,0.0,1
reporting-services,sql,0.02,0.59,2
weblogic12c,java,0.0,4.62,1
weblogic12c,weblogic,0.0,0.01,1
notifications,android,0.01,3.02,4
notifications,ios,0.01,1.69,1
postgresql-9.2,postgresql,0.0,0.32,2
contao,php,0.0,3.05,1
kubernetes-cronjob,deployment,0.02,0.02,4
visual-studio-2017,c#,0.03,3.64,3
visual-studio-2017,javascript,0.03,5.15,1
visual-studio-2017,.net,0.03,0.86,5
android-manifest,android,0.01,3.02,6
cypress,java,0.02,4.62,1
cypress,android,0.02,3.02,1
cypress,javascript,0.02,5.15,8
cypress,angular,0.02,0.73,1
cypress,testing,0.02,0.09,3
cypress,wait,0.02,0.0,1
iis-7,c#,0.01,3.64,2
iis-7,asp.net,0.01,0.39,2
iis-7,angular,0.01,0.73,2
delegates,c#,0.01,3.64,4
delegates,javascript,0.01,5.15,1
haproxy,go,0.0,0.21,1
xdebug,performance,0.02,0.16,3
xdebug,php,0.02,3.05,8
xdebug,go,0.02,0.21,1
dsl,android,0.0,3.02,1
pharo,smalltalk,0.0,0.01,1
squeak,smalltalk,0.0,0.01,1
full-text-search,php,0.0,3.05,1
full-text-search,mysql,0.0,0.79,1
optional-arguments,python,0.0,4.26,1
msdtc,c#,0.0,3.64,1
msdtc,.net,0.0,0.86,1
tensorboard,python,0.01,4.26,1
tensorboard,java,0.01,4.62,3
tensorboard,eclipse,0.01,0.32,1
bottom-sheet,java,0.0,4.62,1
bottom-sheet,android,0.0,3.02,2
asp.net-mvc-5,typescript,0.01,0.59,1
twitter-bootstrap,c++,0.14,1.77,1
twitter-bootstrap,php,0.14,3.05,2
twitter-bootstrap,c#,0.14,3.64,2
twitter-bootstrap,javascript,0.14,5.15,8
twitter-bootstrap,postgresql,0.14,0.32,1
twitter-bootstrap,css,0.14,1.46,25
twitter-bootstrap,ajax,0.14,0.1,1
twitter-bootstrap,oracle,0.14,0.06,1
twitter-bootstrap,forms,0.14,0.08,1
twitter-bootstrap,animation,0.14,0.03,1
twitter-bootstrap,constraints,0.14,0.0,1
twitter-bootstrap,submit,0.14,0.0,1
twitter-bootstrap,less,0.14,0.01,4
actionscript-3,android,0.05,3.02,3
actionscript-3,php,0.05,3.05,2
actionscript-3,javascript,0.05,5.15,4
actionscript-3,typescript,0.05,0.59,3
actionscript-3,wordpress,0.05,0.12,2
